0.9961,0.9922,0.9922,0.9882,0.9843,0.9961,0.9922,0.9922,0.9922,0.9922,0.9961,0.9961,0.9922,0.9647,0.9529,0.9412,0.9451,0.9686,0.9725,0.9922,0.9922,0.9922,0.9922,0.9961,0.9804,0.7647,0.6471,0.6627,0.6431,0.6941,0.9294,0.9725,0.9843,0.9765,0.9922,0.9961,0.8392,0.2902,0.0549,0.0627,0.0588,0.1059,0.6196,0.9608,0.9725,0.6902,0.9098,0.9922,0.6902,0.1843,0.7216,0.7765,0.7725,0.6431,0.1569,0.8627,0.9176,0.1725,0.6980,0.9725,0.7255,0.2392,0.8824,0.8980,0.8980,0.7922,0.1725,0.7843,0.4902,0.0902,0.6667,0.9922,0.7569,0.1020,0.4824,0.4667,0.5412,0.4314,0.0902,0.4784,0.1373,0.3608,0.8902,1.0000,0.8784,0.2235,0.0627,0.0588,0.0510,0.0510,0.0510,0.0588,0.3451,0.8706,0.9843,0.9843,0.9725,0.7765,0.4314,0.4902,0.4941,0.4471,0.4980,0.3922,0.8627,0.9686,0.9961,0.9922,0.9922,0.9725,0.9725,0.9490,0.9569,0.9451,0.9490,0.9608,0.9765,0.9882,0.9922,0.9961,0.9922,0.9882,0.9961,0.9843,0.9804,0.9882,0.9882,0.9922,0.9922,0.9922,0.9922,0.9922,0.9961,0.9922,0.9843,0.9961,0.9922,0.9922,0.9961,0.9804,0.9922,0.9961,0.9961,0.9961,9
1.0000,0.9961,1.0000,1.0000,1.0000,0.9961,0.9961,0.9961,1.0000,0.9921,1.0000,0.9961,0.9961,0.9961,0.9961,0.9882,0.9921,1.0000,1.0000,0.9921,0.9921,0.9961,1.0000,0.9921,0.9961,0.9921,0.9921,0.9882,0.9843,0.9921,0.9961,0.9921,0.9961,0.9882,1.0000,1.0000,0.9921,0.9488,0.8268,0.7323,0.8189,0.9370,0.9843,0.9882,0.9724,0.8465,0.9882,0.9961,0.9528,0.3937,0.7047,0.7874,0.7520,0.3740,0.8583,0.9764,0.8622,0.3937,0.9646,0.9961,0.8740,0.2520,0.9409,0.9606,0.9409,0.5787,0.5472,0.9606,0.7441,0.4961,0.9803,1.0000,0.9252,0.2205,0.8740,0.9409,0.9213,0.4331,0.6929,0.8622,0.3740,0.7638,0.9843,0.9961,0.9803,0.6063,0.2520,0.5630,0.4055,0.1496,0.4449,0.2677,0.7008,0.9724,0.9961,0.9961,0.9921,0.9724,0.8740,0.6654,0.5472,0.5984,0.7992,0.9252,0.9724,0.9882,1.0000,1.0000,0.9961,0.9921,0.9843,0.9921,0.9764,0.9764,0.9803,0.9843,0.9921,0.9961,0.9921,1.0000,1.0000,1.0000,1.0000,0.9921,0.9882,0.9803,0.9882,0.9961,0.9961,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9
0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9882,0.9843,0.9882,0.9961,1.0000,1.0000,0.9961,0.9961,1.0000,1.0000,0.9961,0.8583,0.7244,0.7283,0.7205,0.8307,0.9961,1.0000,0.9409,0.8858,1.0000,1.0000,0.9961,0.4685,0.0591,0.0630,0.0591,0.3346,0.9685,0.9961,0.8346,0.4961,0.9724,1.0000,0.9961,0.5079,0.1575,0.4843,0.4016,0.2953,0.9291,0.9882,0.9803,0.3504,0.8228,0.9961,0.9961,0.5354,0.2559,0.9173,0.7756,0.2441,0.7992,0.8819,0.8661,0.3307,0.8701,0.9961,0.9961,0.4606,0.2598,0.9173,0.8346,0.1260,0.2205,0.2165,0.1772,0.1339,0.8622,0.9961,0.9961,0.4803,0.2795,0.9173,0.9843,0.5984,0.1102,0.1024,0.1024,0.5669,0.9882,1.0000,0.9921,0.8346,0.7795,0.9843,0.9961,0.9449,0.7283,0.7323,0.7717,0.9016,1.0000,1.0000,0.9961,1.0000,0.9961,1.0000,0.9961,1.0000,0.9961,0.9961,0.9921,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9606,0.8898,0.8937,0.8622,0.8937,0.9921,0.9528,0.9724,0.9961,1.0000,1.0000,0.9921,0.7087,0.4094,0.4409,0.3701,0.4646,0.9685,0.8110,0.8189,1.0000,0.9961,1.0000,0.9921,0.5945,0.8661,0.9449,0.5472,0.5630,0.9724,0.8071,0.6299,0.9843,1.0000,1.0000,0.9921,0.6260,0.8740,0.9882,0.5472,0.6220,0.9606,0.7913,0.6220,0.9921,1.0000,1.0000,0.9921,0.6535,0.9213,1.0000,0.8819,0.2874,0.6181,0.5748,0.8228,1.0000,1.0000,1.0000,0.9961,0.9370,0.9961,1.0000,0.9882,0.8150,0.5787,0.7677,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5
0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9843,0.9961,0.9961,0.9961,0.9961,0.9961,0.9922,0.9922,0.9922,0.9961,0.9961,0.9961,0.9882,0.9922,0.9961,0.9961,0.9922,0.9882,0.9490,0.8824,0.7843,0.9725,0.9922,0.9922,0.5569,0.7373,0.9922,0.9961,0.9922,0.8784,0.7020,0.1765,0.2157,0.9216,0.9843,0.9922,0.4196,0.3843,0.9686,0.9961,0.9765,0.3294,0.2824,0.2980,0.1020,0.7294,0.9608,0.9765,0.6627,0.4039,0.9725,0.9961,0.9765,0.2627,0.4000,0.5843,0.1255,0.4196,0.8824,0.9098,0.6275,0.5333,0.9843,0.9961,0.9569,0.2627,0.4588,0.8706,0.4902,0.1137,0.2471,0.2784,0.3255,0.8627,0.9922,0.9961,0.9882,0.9373,0.9765,0.9922,0.9725,0.9294,0.9020,0.8980,0.9686,0.9922,1.0000,0.9961,0.9961,0.9922,0.9961,0.9961,0.9961,0.9961,0.9961,0.9882,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,5
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9803,0.9921,0.9961,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,0.9921,0.9528,0.9646,0.9606,0.9646,0.9961,1.0000,1.0000,0.9646,0.9961,0.9961,1.0000,0.7677,0.3425,0.3465,0.3425,0.4606,0.9173,0.9921,0.9843,0.5236,0.9213,0.9961,1.0000,0.6575,0.0709,0.1260,0.0984,0.1850,0.8780,0.9843,0.9764,0.2953,0.3661,0.9606,1.0000,0.6614,0.2441,0.7362,0.6063,0.2165,0.8543,0.9724,0.9646,0.6024,0.0906,0.8780,0.9961,0.6457,0.2480,0.9291,0.8189,0.1929,0.7756,0.8898,0.8819,0.5709,0.0906,0.8583,0.9961,0.6299,0.2362,0.9331,0.8701,0.1378,0.1102,0.1575,0.1535,0.0827,0.1181,0.8504,0.9921,0.6378,0.2874,0.9370,0.9449,0.6457,0.1339,0.0984,0.0945,0.2283,0.5591,0.9606,1.0000,0.8268,0.6378,0.9724,0.9843,0.9370,0.6260,0.5866,0.5669,0.7244,0.9606,1.0000,1.0000,0.9961,0.9921,1.0000,1.0000,0.9961,0.9921,0.9882,0.9843,0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5
1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9961,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9882,0.9961,0.9961,0.9921,0.9921,1.0000,1.0000,1.0000,0.9961,0.9764,0.9567,0.9528,0.9173,0.9291,0.9843,0.9488,0.9094,0.9843,0.9961,1.0000,0.7638,0.4409,0.3780,0.2992,0.2441,0.3425,0.9016,0.6457,0.1929,0.7402,0.9764,1.0000,0.3622,0.0984,0.2441,0.1969,0.0630,0.3543,0.9016,0.7559,0.2283,0.3268,0.9016,1.0000,0.3740,0.2047,0.8268,0.6063,0.1063,0.5906,0.9528,0.9409,0.5787,0.1063,0.7638,0.9882,0.3819,0.1850,0.8150,0.7756,0.2244,0.3583,0.8504,0.8780,0.4409,0.1850,0.8543,1.0000,0.3661,0.2244,0.8622,0.9252,0.5079,0.0906,0.2323,0.2480,0.1063,0.4921,0.9606,1.0000,0.5551,0.4843,0.9488,0.9843,0.8898,0.4488,0.2559,0.2480,0.5472,0.9370,0.9961,0.9921,0.9803,0.9803,0.9961,0.9961,0.9843,0.9567,0.9094,0.9094,0.9685,0.9921,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,0.9921,0.9961,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9961,1.0000,5
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9961,0.9843,0.9921,0.9921,1.0000,1.0000,0.9843,0.9724,0.9921,1.0000,0.9961,0.9961,0.9803,0.9528,0.9252,0.9646,0.9961,0.9882,0.9606,0.5827,0.8583,0.9961,0.9961,0.9016,0.7520,0.4882,0.2244,0.7677,0.9843,0.9961,0.9173,0.1811,0.3898,0.9646,0.9882,0.5236,0.2165,0.4291,0.1024,0.4685,0.9370,0.9921,0.9567,0.5039,0.3465,0.9449,0.9685,0.2953,0.1378,0.7677,0.3110,0.0984,0.6969,0.9134,0.9488,0.7283,0.4252,0.9685,0.9685,0.2520,0.1535,0.8307,0.6614,0.0906,0.2992,0.7087,0.7283,0.3268,0.6929,0.9921,0.9685,0.2362,0.2638,0.8819,0.9252,0.4882,0.2480,0.1181,0.2126,0.5669,0.9370,0.9961,0.9921,0.7913,0.8661,0.9843,0.9882,0.9606,0.8583,0.7795,0.8583,0.9685,1.0000,1.0000,1.0000,0.9843,0.9921,0.9961,0.9921,0.9882,0.9803,0.9961,0.9882,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5
0.9921,0.9882,0.9803,0.9843,0.9921,0.9882,1.0000,0.9961,0.9961,0.9961,0.9961,1.0000,0.9291,0.8858,0.8819,0.8819,0.9055,0.9724,0.9961,0.9961,0.9567,0.9016,0.9803,1.0000,0.3504,0.1260,0.1575,0.1378,0.2795,0.9331,0.9921,0.9882,0.6732,0.2244,0.8150,0.9803,0.3307,0.0669,0.1024,0.0709,0.1496,0.8661,0.9803,0.9921,0.8780,0.5945,0.3110,0.6142,0.3228,0.3543,0.8189,0.4567,0.1732,0.9016,0.9882,0.9843,0.9882,0.7874,0.2205,0.4488,0.3189,0.3976,0.9331,0.5433,0.1575,0.8346,0.9331,0.9528,0.9528,0.7677,0.2165,0.4094,0.3307,0.4094,0.9646,0.5906,0.1299,0.7559,0.8307,0.8543,0.8346,0.6417,0.1693,0.4370,0.3228,0.4055,0.9646,0.6220,0.1220,0.0827,0.0827,0.0787,0.0827,0.0669,0.0827,0.4764,0.3386,0.4291,0.9803,0.9173,0.7205,0.1063,0.0787,0.0748,0.0748,0.1063,0.5748,0.9173,0.7087,0.7441,0.9882,0.9803,0.9252,0.6142,0.6063,0.5669,0.5591,0.5827,0.8819,0.9843,0.9921,0.9921,1.0000,0.9921,0.9921,0.9724,0.9803,0.9764,0.9685,0.9724,0.9921,1.0000,1.0000,0.9961,0.9961,0.9961,1.0000,0.9961,1.0000,0.9843,0.9961,1.0000,0.9961,1.0000,5
0.9922,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9922,0.9922,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9922,0.9922,0.9882,0.9804,0.9686,0.9647,0.9725,0.9804,0.9961,0.9961,0.9961,0.9725,0.9765,0.9961,0.8314,0.5373,0.6000,0.6275,0.5647,0.7059,0.9725,0.9843,0.9922,0.7294,0.6824,0.9922,0.6745,0.3647,0.8118,0.7765,0.3765,0.6431,0.9647,0.9843,0.9765,0.7647,0.3333,0.9608,0.6706,0.4549,0.9451,0.9137,0.3686,0.8078,0.9843,0.9882,0.9843,0.8627,0.2549,0.9059,0.6588,0.4118,0.9647,0.9216,0.4549,0.7176,0.9725,0.9804,0.9608,0.7961,0.2510,0.9451,0.6667,0.3608,0.9608,0.9725,0.6431,0.2745,0.7882,0.8902,0.8353,0.3647,0.4510,0.9725,0.7020,0.5020,0.9843,0.9922,0.9059,0.2941,0.3020,0.3765,0.3490,0.2902,0.8431,1.0000,0.9686,0.9490,0.9961,0.9922,0.9882,0.9569,0.7529,0.6118,0.6902,0.8980,0.9882,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9922,0.9922,0.9922,0.9922,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,5
1.0000,0.9921,0.9961,0.9961,0.9961,1.0000,0.9921,0.9961,0.9921,0.9961,0.9961,1.0000,0.9843,0.9803,0.9724,0.9449,0.9409,0.9803,0.9921,0.9291,0.8150,0.9488,0.9803,0.9882,0.9213,0.8583,0.7992,0.6614,0.5433,0.7008,0.9685,0.8622,0.2756,0.5315,0.9055,0.9921,0.2598,0.1063,0.0984,0.0630,0.0551,0.3307,0.9409,0.8937,0.3228,0.0709,0.4291,0.9488,0.2126,0.4882,0.6654,0.2992,0.1024,0.7638,0.9685,0.9685,0.8858,0.2795,0.1654,0.8661,0.3346,0.9213,0.9094,0.2953,0.2677,0.9094,0.9646,0.9685,0.9488,0.6575,0.0669,0.7008,0.3110,0.9134,0.9567,0.4055,0.1654,0.8228,0.9370,0.9646,0.9094,0.4370,0.0984,0.8307,0.3110,0.9331,0.9803,0.7913,0.1693,0.1772,0.5079,0.6772,0.5118,0.0787,0.3740,0.9567,0.4016,0.9567,0.9843,0.9409,0.6063,0.0984,0.0906,0.1496,0.1063,0.2323,0.8386,1.0000,0.9370,0.9961,0.9921,0.9843,0.9646,0.7756,0.6181,0.5551,0.7323,0.9134,0.9803,0.9882,0.9961,1.0000,1.0000,1.0000,0.9961,0.9882,0.9803,0.9843,0.9843,0.9843,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9961,0.9961,1.0000,1.0000,5
0.9961,0.9961,0.9961,0.9922,0.9961,0.9961,0.9961,0.9922,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9961,0.9882,0.9961,0.9961,0.9961,0.9922,0.9922,0.9804,0.9882,0.9922,0.9961,0.9843,0.9804,0.9647,0.9804,0.9961,0.9961,0.9961,0.9922,0.8275,0.8118,0.9765,0.9647,0.9020,0.7804,0.4745,0.7961,0.9804,0.9765,0.9843,0.9529,0.4000,0.1608,0.8510,0.7412,0.4667,0.2314,0.0706,0.6039,0.9608,0.9804,0.9765,0.9725,0.5529,0.1176,0.6902,0.2549,0.4196,0.7451,0.0824,0.3882,0.9216,0.9843,0.9843,0.9804,0.8549,0.3020,0.6784,0.2392,0.4784,0.8824,0.2196,0.1490,0.7804,0.9569,0.9725,0.9529,0.8392,0.3255,0.8549,0.2392,0.4745,0.9294,0.5098,0.1020,0.2118,0.6824,0.8118,0.7608,0.3882,0.3843,0.9608,0.2588,0.6078,0.9569,0.8706,0.4863,0.0941,0.1137,0.1804,0.1451,0.3020,0.8588,0.9843,0.7098,0.9451,0.9922,0.9765,0.9490,0.7451,0.4745,0.3804,0.6784,0.9098,0.9725,0.9961,0.9490,0.9922,0.9961,0.9922,0.9843,0.9765,0.9647,0.9647,0.9804,0.9843,0.9922,0.9961,0.9922,0.9961,0.9961,0.9922,0.9922,0.9922,1.0000,0.9961,0.9961,0.9961,0.9961,0.9961,5
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9488,0.9134,0.9173,0.8898,0.9528,0.9961,1.0000,1.0000,1.0000,1.0000,0.9843,0.9094,0.3937,0.1535,0.1575,0.1457,0.3386,0.9606,1.0000,1.0000,1.0000,1.0000,0.9055,0.3504,0.1181,0.0669,0.2087,0.2165,0.0984,0.6811,1.0000,1.0000,1.0000,1.0000,0.4685,0.2717,0.7795,0.2520,0.8937,0.9173,0.4764,0.6535,0.9961,1.0000,1.0000,1.0000,0.6693,0.7362,0.9764,0.4646,0.0906,0.0748,0.1299,0.8110,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9094,0.5394,0.5118,0.7087,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6
1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9646,0.9016,0.9843,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9528,0.5630,0.3425,0.3819,0.3701,0.8307,1.0000,1.0000,1.0000,1.0000,1.0000,0.9921,0.4488,0.7677,0.7874,0.9528,0.9173,0.4724,0.9921,1.0000,1.0000,1.0000,1.0000,0.9764,0.3583,0.9843,0.8504,0.8346,0.8307,0.5236,0.9921,1.0000,1.0000,1.0000,1.0000,0.9961,0.7756,0.9961,0.9961,0.4488,0.4646,0.9173,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6
0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9921,0.9606,0.8465,0.7598,0.7559,0.8898,0.9764,1.0000,1.0000,1.0000,0.9961,1.0000,0.8504,0.1890,0.1969,0.1181,0.2047,0.1693,0.7756,1.0000,0.9961,1.0000,1.0000,0.9843,0.1969,0.4685,0.8583,0.1811,0.9370,0.8307,0.1732,0.9685,1.0000,1.0000,1.0000,0.9803,0.1378,0.7835,0.9055,0.1693,0.9213,0.8543,0.1496,0.9213,1.0000,1.0000,0.9921,0.9921,0.5433,0.1850,0.8307,0.2795,0.4606,0.3740,0.3858,0.9921,1.0000,1.0000,1.0000,1.0000,0.9567,0.7598,0.9173,0.9213,0.6220,0.6654,0.9331,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9882,0.9843,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,6
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,0.9961,0.9961,0.9921,0.9921,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9685,0.8858,0.7795,0.8386,0.9646,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9173,0.4488,0.1496,0.1339,0.1299,0.4528,0.9921,1.0000,1.0000,1.0000,1.0000,0.9921,0.2283,0.4843,0.4331,0.9016,0.8898,0.5669,0.9055,1.0000,1.0000,1.0000,1.0000,0.9016,0.4331,0.9409,0.5394,0.6457,0.7402,0.5433,0.9331,1.0000,1.0000,1.0000,0.9921,0.7992,0.9449,0.9961,0.8780,0.2008,0.2165,0.5906,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9764,0.9724,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9961,1.0000,1.0000,0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,0.9803,0.9370,0.9055,0.9331,0.9331,0.9370,0.9961,1.0000,1.0000,1.0000,0.9961,0.9961,0.8071,0.2205,0.1496,0.2205,0.2205,0.2953,0.8622,0.9921,1.0000,1.0000,0.9961,0.8858,0.0945,0.1181,0.0669,0.1772,0.1535,0.1260,0.1102,0.9213,1.0000,0.9961,0.9921,0.4291,0.2874,0.7795,0.2874,0.8543,0.8622,0.7992,0.0945,0.8937,1.0000,1.0000,0.9921,0.4055,0.7913,0.9449,0.3425,0.1811,0.1969,0.1575,0.1378,0.8976,1.0000,0.9961,0.9961,0.9449,0.9370,0.9961,0.8858,0.1181,0.1102,0.2244,0.8898,0.9882,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,0.9961,0.9370,0.9331,0.9409,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9921,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9921,0.9921,0.9764,0.9803,0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,0.9803,0.9213,0.7480,0.4567,0.6811,0.9213,0.9921,1.0000,1.0000,1.0000,1.0000,0.9961,0.7717,0.3228,0.3976,0.3465,0.6811,0.3543,0.9331,1.0000,1.0000,1.0000,1.0000,0.9803,0.1890,0.7874,0.7126,0.8228,0.9646,0.6732,0.6614,0.9961,1.0000,1.0000,1.0000,0.9331,0.2756,0.9724,0.7520,0.7717,0.9134,0.6260,0.7047,1.0000,1.0000,1.0000,1.0000,0.8858,0.5039,0.9921,0.8937,0.2835,0.2047,0.3740,0.9764,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9921,0.9685,0.9528,0.9803,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,0.9961,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9882,0.9606,0.9488,0.9409,0.9528,0.9803,0.9961,0.9961,0.9961,0.9961,1.0000,0.9764,0.7913,0.4213,0.2047,0.1850,0.3701,0.8031,0.9843,0.9961,1.0000,1.0000,0.9921,0.7323,0.1181,0.4055,0.3898,0.3937,0.5709,0.1457,0.7362,0.9921,1.0000,1.0000,0.9606,0.2480,0.6378,0.8976,0.5472,0.9370,0.9606,0.6850,0.1575,0.9606,1.0000,1.0000,0.9685,0.3307,0.4331,0.8780,0.5276,0.7717,0.8150,0.3701,0.4331,0.9803,0.9961,1.0000,0.9882,0.8228,0.2283,0.7874,0.7795,0.1299,0.1181,0.3504,0.9055,1.0000,1.0000,1.0000,0.9961,0.9961,0.9724,0.9528,0.9764,0.9173,0.9016,0.9606,0.9843,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.9961,1.0000,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,0.9961,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,6
